-0.001297, 0.000273, 0.000051, 0.040715, -0.185614, 9.657318, 0.022942, -0.236841, 0.406029, 7815480.000000
-0.005971, -0.000973, 0.000362, 0.094005, -0.185614, 9.719588, 0.025425, -0.238876, 0.404944, 7815500.000000
-0.002544, -0.000350, -0.001819, 0.073048, -0.208965, 9.724977, 0.024006, -0.239319, 0.402512, 7815520.000000
-0.002232, -0.000661, -0.000884, 0.078437, -0.198188, 9.803414, 0.023533, -0.232094, 0.413187, 7815540.500000
-0.002232, 0.000585, -0.001195, 0.077239, -0.205373, 9.762699, 0.026844, -0.234082, 0.404350, 7815560.500000
-0.002855, -0.001908, 0.000986, 0.068258, -0.205972, 9.795630, 0.024124, -0.235686, 0.412680, 7815580.500000
-0.004413, 0.000897, -0.000884, 0.038320, -0.205373, 9.756112, 0.025898, -0.231356, 0.407495, 7815600.500000
-0.004413, -0.001908, -0.001507, 0.050295, -0.207169, 9.757310, 0.026016, -0.235217, 0.413461, 7815620.500000
-0.005036, 0.000585, -0.000572, 0.076641, -0.206570, 9.806408, 0.025307, -0.233565, 0.403223, 7815640.500000
-0.002544, -0.000661, -0.000884, 0.071851, -0.201182, 9.768686, 0.030155, -0.237642, 0.408424, 7815660.500000
-0.002544, -0.000973, 0.000986, 0.062271, -0.208965, 9.803414, 0.029682, -0.235010, 0.406354, 7815680.500000
-0.001609, 0.001208, 0.000051, 0.054487, -0.195793, 9.791439, 0.028499, -0.235681, 0.399848, 7815700.500000
-0.002232, -0.001908, 0.000362, 0.052690, -0.196990, 9.794433, 0.030628, -0.230605, 0.411594, 7815720.500000
-0.000362, -0.000350, 0.000051, 0.069456, -0.208367, 9.796229, 0.030155, -0.232928, 0.438458, 7815740.500000
-0.000362, -0.000350, -0.000261, 0.070054, -0.192799, 9.777069, 0.028499, -0.234110, 0.400411, 7815760.000000
-0.001297, -0.000661, -0.000261, 0.064666, -0.209564, 9.790241, 0.028618, -0.232532, 0.401102, 7815780.000000
-0.001297, -0.000973, -0.001819, 0.062271, -0.196990, 9.772279, 0.024952, -0.232255, 0.400218, 7815800.000000
-0.001297, -0.000350, -0.001507, 0.069456, -0.208367, 9.771680, 0.024361, -0.237848, 0.399132, 7815820.000000
-0.000051, -0.000973, 0.000051, 0.067659, -0.200583, 9.802217, 0.028618, -0.229268, 0.408715, 7815840.000000
-0.002855, -0.000350, 0.000051, 0.057480, -0.198188, 9.784254, 0.026371, -0.233021, 0.404768, 7815860.500000
-0.003167, 0.000897, 0.000986, 0.052092, -0.200583, 9.790241, 0.029682, -0.231746, 0.412697, 7815880.500000
-0.001920, 0.000585, -0.000572, 0.053289, -0.204774, 9.799223, 0.027317, -0.235143, 0.408762, 7815900.500000
-0.006283, -0.001285, 0.000986, 0.061672, -0.192799, 9.786050, 0.022351, -0.236391, 0.404392, 7815920.500000
-0.003478, -0.000350, 0.000674, 0.061672, -0.199984, 9.775871, 0.024952, -0.237452, 0.396731, 7815940.500000
-0.001920, 0.001208, -0.000572, 0.071851, -0.205373, 9.783655, 0.025543, -0.234518, 0.407003, 7815960.500000
-0.002232, 0.000273, 0.000051, 0.060474, -0.200583, 9.786050, 0.024716, -0.237466, 0.400671, 7815980.500000
-0.001920, -0.000038, -0.000572, 0.059875, -0.203577, 9.787847, 0.025543, -0.236573, 0.404897, 7816000.500000
-0.005348, -0.001908, 0.003478, 0.061672, -0.205373, 9.789642, 0.027672, -0.236332, 0.404272, 7816020.500000
-0.003478, -0.000038, 0.000986, 0.063468, -0.196392, 9.787847, 0.027317, -0.235989, 0.402378, 7816040.500000
-0.005036, 0.000273, 0.002855, 0.065863, -0.202978, 9.780662, 0.029682, -0.235010, 0.403940, 7816060.500000
-0.005036, -0.000038, 0.000674, 0.063468, -0.199984, 9.791439, 0.026371, -0.235559, 0.407857, 7816080.000000
-0.004102, -0.000350, 0.000674, 0.062869, -0.204175, 9.786050, 0.025543, -0.233189, 0.402982, 7816100.000000
-0.001297, 0.002766, 0.001609, 0.071252, -0.201780, 9.777069, 0.031337, -0.228148, 0.403419, 7816120.000000
-0.004725, -0.001596, -0.000572, 0.072449, -0.197589, 9.784853, 0.027435, -0.232840, 0.403505, 7816140.000000
-0.002855, -0.002842, 0.000051, 0.058079, -0.205972, 9.784853, 0.028499, -0.232780, 0.403635, 7816160.000000
-0.002855, -0.002219, 0.001609, 0.068258, -0.197589, 9.777069, 0.028263, -0.235452, 0.402524, 7816180.500000
-0.002855, 0.000585, -0.000884, 0.082029, -0.199984, 9.772878, 0.026371, -0.233384, 0.405518, 7816200.500000
-0.001920, -0.001596, 0.000674, 0.065863, -0.202379, 9.797426, 0.026135, -0.233276, 0.409208, 7816220.500000
-0.002544, -0.002219, -0.000572, 0.056283, -0.200583, 9.791439, 0.028972, -0.230578, 0.397612, 7816240.500000
-0.005036, -0.000038, 0.000362, 0.067061, -0.190404, 9.798624, 0.026253, -0.231698, 0.406975, 7816260.500000
-0.003478, -0.000661, -0.002130, 0.051493, -0.193997, 9.793235, 0.027435, -0.232478, 0.402246, 7816280.500000
-0.001297, -0.000350, -0.000572, 0.064067, -0.204175, 9.791439, 0.027553, -0.233800, 0.408810, 7816300.500000
-0.002544, -0.000973, -0.001819, 0.059875, -0.197589, 9.778865, 0.030037, -0.234627, 0.405351, 7816320.500000
-0.000362, -0.000038, -0.000884, 0.070653, -0.201780, 9.794433, 0.027080, -0.236124, 0.405804, 7816340.500000
-0.002232, 0.000585, -0.000884, 0.063468, -0.210163, 9.810000, 0.028263, -0.235452, 0.404558, 7816360.500000
