0.003237, -0.000795, -0.000146, -0.004203, -0.003348, 9.721984, -0.100220, 0.429810, 0.130005, 964.895020, 0.999323, 0.000018, 0.000010, -0.036777, 0.000036, 0.000021, -0.073571
0.000744, -0.002041, 0.000789, 0.002982, -0.004546, 9.724379, -0.096313, 0.428467, 0.136475, 983.005066, 0.997207, 0.000004, -0.000024, -0.074688, 0.000011, -0.000047, -0.149515
-0.000191, -0.000795, 0.000789, 0.001185, -0.001552, 9.724977, -0.097046, 0.432129, 0.142944, 1001.112061, 0.993538, -0.000008, -0.000034, -0.113500, -0.000008, -0.000069, -0.227491
0.000121, 0.001698, -0.001081, 0.002383, 0.001442, 9.726773, -0.098877, 0.431030, 0.131592, 1020.023071, 0.988113, -0.000001, -0.000025, -0.153730, 0.000005, -0.000049, -0.308684
-0.001749, -0.000795, 0.001100, 0.000587, -0.000354, 9.727372, -0.099243, 0.432983, 0.134521, 1040.023071, 0.980920, -0.000023, -0.000030, -0.194409, -0.000034, -0.000068, -0.391311
0.001990, -0.000172, -0.000146, -0.001210, 0.000244, 9.723780, -0.095947, 0.431396, 0.137695, 1060.023071, 0.971965, -0.000002, -0.000028, -0.235124, 0.000008, -0.000055, -0.474693
-0.002060, -0.001730, -0.001393, -0.000012, -0.000354, 9.726773, -0.097900, 0.433105, 0.133179, 1080.023071, 0.961163, -0.000030, -0.000036, -0.275983, -0.000037, -0.000086, -0.559224
-0.000191, -0.001730, -0.000146, -0.000611, -0.000354, 9.729169, -0.095825, 0.432373, 0.128418, 1100.023071, 0.948595, -0.000037, -0.000045, -0.316492, -0.000041, -0.000109, -0.644058
-0.001126, -0.001106, 0.000165, -0.000012, -0.002749, 9.724379, -0.094116, 0.426758, 0.132080, 1120.023071, 0.934507, -0.000061, -0.000043, -0.355943, -0.000083, -0.000124, -0.727847
-0.000191, -0.001106, -0.000458, -0.000611, 0.000244, 9.726174, -0.099731, 0.430420, 0.135864, 1140.023071, 0.918950, -0.000062, -0.000045, -0.394375, -0.000079, -0.000131, -0.810775
-0.001126, 0.000140, 0.001100, 0.001784, 0.000244, 9.730965, -0.094604, 0.428345, 0.134155, 1160.023071, 0.902221, -0.000071, -0.000040, -0.431274, -0.000094, -0.000134, -0.891808
0.003237, 0.000451, -0.000146, 0.002982, 0.000843, 9.730366, -0.094849, 0.427490, 0.132568, 1180.023071, 0.884435, -0.000038, -0.000057, -0.466663, -0.000015, -0.000136, -0.971029
-0.001749, 0.002009, -0.000769, 0.001185, -0.000953, 9.729169, -0.095215, 0.430542, 0.135376, 1200.023071, 0.865893, -0.000049, -0.000027, -0.500229, -0.000058, -0.000096, -1.047727
0.001056, 0.000140, -0.001081, -0.000012, -0.000953, 9.727971, -0.098145, 0.431885, 0.135010, 1220.023071, 0.846685, -0.000040, -0.000025, -0.532095, -0.000042, -0.000084, -1.122145
0.001056, -0.000795, -0.000769, 0.002982, -0.002151, 9.731564, -0.101318, 0.432129, 0.136475, 1240.022095, 0.827033, -0.000048, -0.000039, -0.562153, -0.000036, -0.000118, -1.193974
0.001056, 0.000140, 0.000165, -0.001808, -0.002749, 9.727372, -0.097412, 0.431274, 0.130127, 1260.023071, 0.807289, -0.000041, -0.000025, -0.590156, -0.000037, -0.000090, -1.262504
-0.000502, 0.002633, 0.000477, 0.001185, -0.000354, 9.723780, -0.100220, 0.431152, 0.130615, 1280.023071, 0.787486, -0.000032, 0.000000, -0.616333, -0.000051, -0.000040, -1.328154
0.000121, -0.000795, 0.000477, 0.001784, -0.001552, 9.726174, -0.097900, 0.431030, 0.137451, 1300.023071, 0.768109, -0.000045, -0.000006, -0.640320, -0.000061, -0.000067, -1.389828
-0.000814, 0.000763, 0.000477, 0.001784, -0.000953, 9.724379, -0.100830, 0.432617, 0.139038, 1320.023071, 0.748981, -0.000052, 0.000004, -0.662591, -0.000083, -0.000062, -1.448546
-0.000191, 0.000451, -0.000146, 0.001784, -0.003947, 9.724379, -0.096802, 0.431030, 0.132080, 1340.023071, 0.730458, -0.000065, 0.000016, -0.682957, -0.000117, -0.000065, -1.503607
-0.001437, 0.000451, 0.001412, 0.000587, -0.001552, 9.726174, -0.096680, 0.431763, 0.134766, 1360.023071, 0.712585, -0.000075, 0.000033, -0.701586, -0.000153, -0.000059, -1.555241
0.002925, 0.000451, -0.000458, -0.003605, -0.001552, 9.729169, -0.096069, 0.431396, 0.135498, 1380.023071, 0.695409, -0.000041, 0.000030, -0.718614, -0.000101, -0.000017, -1.603614
-0.000814, -0.000795, -0.000146, -0.000611, 0.001442, 9.726174, -0.094116, 0.435181, 0.138306, 1400.023071, 0.679144, -0.000045, 0.000028, -0.734005, -0.000102, -0.000028, -1.648401
0.000744, 0.000451, 0.000165, 0.004778, 0.000244, 9.726773, -0.096436, 0.431885, 0.134155, 1420.023071, 0.663447, -0.000048, 0.000011, -0.748223, -0.000081, -0.000057, -1.690760
0.000121, 0.000763, 0.000477, 0.001185, 0.000843, 9.729767, -0.096558, 0.432251, 0.137329, 1440.023071, 0.648562, -0.000040, 0.000010, -0.761162, -0.000068, -0.000048, -1.730206
-0.001437, -0.000483, 0.000165, -0.001210, -0.000354, 9.724977, -0.093384, 0.431274, 0.135010, 1460.023071, 0.634671, -0.000049, 0.000024, -0.772782, -0.000098, -0.000045, -1.766427
0.000121, 0.001698, 0.001412, -0.003006, -0.002749, 9.724977, -0.095215, 0.433594, 0.132446, 1480.023071, 0.621517, -0.000030, 0.000050, -0.783400, -0.000115, 0.000016, -1.800237
-0.001126, -0.000172, -0.000458, -0.000611, -0.000953, 9.723780, -0.094482, 0.433350, 0.133911, 1500.023071, 0.609211, -0.000037, 0.000061, -0.793008, -0.000142, 0.000015, -1.831463
0.001367, -0.000483, 0.000477, -0.000611, 0.000244, 9.724379, -0.098511, 0.426270, 0.132812, 1520.023071, 0.597341, -0.000029, 0.000045, -0.801987, -0.000107, 0.000008, -1.861230
-0.002683, -0.002041, 0.000477, -0.000611, 0.000244, 9.726773, -0.098267, 0.430542, 0.133911, 1540.023071, 0.586354, -0.000058, 0.000054, -0.810055, -0.000154, -0.000030, -1.888492
-0.005176, 0.000140, 0.000477, 0.000587, -0.000354, 9.724977, -0.093140, 0.429565, 0.132202, 1560.022095, 0.576483, -0.000086, 0.000093, -0.817109, -0.000252, -0.000033, -1.912757
-0.001437, 0.000763, -0.000146, 0.001784, 0.000244, 9.724379, -0.093872, 0.430542, 0.130249, 1580.023071, 0.567330, -0.000089, 0.000097, -0.823491, -0.000261, -0.000036, -1.935073
-0.001749, 0.001075, 0.000789, 0.005377, -0.002151, 9.726174, -0.095581, 0.427734, 0.141846, 1600.023071, 0.558678, -0.000109, 0.000105, -0.829384, -0.000295, -0.000063, -1.956010
0.002302, -0.000795, -0.000146, 0.004179, -0.000354, 9.731564, -0.095703, 0.428589, 0.130005, 1620.023071, 0.550801, -0.000112, 0.000064, -0.834637, -0.000229, -0.000117, -1.974946
-0.001437, -0.000483, -0.000146, 0.001784, -0.001552, 9.727372, -0.091431, 0.430786, 0.134766, 1640.023071, 0.543895, -0.000127, 0.000068, -0.839154, -0.000252, -0.000139, -1.991450
0.000432, -0.001106, -0.000146, -0.000012, 0.000843, 9.730965, -0.096313, 0.430176, 0.138184, 1660.023071, 0.537252, -0.000124, 0.000048, -0.843422, -0.000214, -0.000157, -2.007243
0.000432, -0.001106, -0.001393, 0.002383, 0.000843, 9.724379, -0.091675, 0.432373, 0.135742, 1680.023071, 0.531593, -0.000129, 0.000024, -0.847000, -0.000178, -0.000193, -2.020632
-0.000814, -0.001730, 0.000165, 0.001185, -0.002151, 9.724977, -0.095825, 0.435181, 0.133179, 1700.023071, 0.526318, -0.000147, 0.000022, -0.850288, -0.000193, -0.000227, -2.033063
0.000432, 0.000451, -0.000458, 0.000587, -0.001552, 9.727971, -0.092529, 0.432129, 0.133789, 1720.023071, 0.521763, -0.000136, 0.000021, -0.853091, -0.000177, -0.000210, -2.043761
-0.003307, -0.002353, 0.000789, 0.005377, -0.003348, 9.721984, -0.091187, 0.429199, 0.131836, 1740.023071, 0.517804, -0.000189, 0.000032, -0.855499, -0.000251, -0.000290, -2.053029
0.000121, -0.000172, 0.001100, 0.003580, -0.004546, 9.730965, -0.095093, 0.433960, 0.135254, 1760.023071, 0.514127, -0.000199, 0.000032, -0.857714, -0.000260, -0.000308, -2.061614
