-0.003478, -0.000661, -0.001819, 0.172441, -0.268242, 9.788445, -0.096484, -0.217241, 0.394265, 97220.000000
-0.000986, 0.002143, -0.000572, 0.165855, -0.255668, 9.789044, -0.096248, -0.216865, 0.397710, 97240.000000
-0.003478, 0.001520, -0.001195, 0.167053, -0.264650, 9.805809, -0.097548, -0.215851, 0.389228, 97260.000000
0.002442, 0.001208, -0.001819, 0.173040, -0.259261, 9.772878, -0.097430, -0.216691, 0.394283, 97280.000000
-0.001297, 0.000273, -0.001819, 0.167053, -0.254471, 9.796229, -0.097903, -0.216234, 0.393663, 97300.000000
-0.000362, -0.000973, -0.000572, 0.169448, -0.260458, 9.786649, -0.095775, -0.215993, 0.395835, 97320.000000
-0.000362, -0.001285, -0.001819, 0.167053, -0.266446, 9.784254, -0.097312, -0.219464, 0.391644, 97340.000000
-0.000674, -0.000973, -0.000884, 0.171244, -0.268242, 9.793834, -0.100150, -0.218778, 0.393572, 97360.000000
-0.005036, -0.000038, 0.000051, 0.170046, -0.265847, 9.795630, -0.095302, -0.214999, 0.392438, 97380.000000
-0.002855, -0.000661, -0.000261, 0.167053, -0.262853, 9.794433, -0.091873, -0.217223, 0.394143, 97400.000000
-0.002544, 0.001520, -0.001195, 0.162861, -0.267643, 9.790241, -0.095656, -0.214656, 0.388637, 97420.000000
-0.005036, -0.000038, -0.000884, 0.173639, -0.267643, 9.774076, -0.097785, -0.216831, 0.399489, 97440.000000
-0.003790, -0.001596, 0.000362, 0.167651, -0.265248, 9.786649, -0.101214, -0.214608, 0.398038, 97460.000000
0.000261, -0.000973, 0.000362, 0.169448, -0.270637, 9.801618, -0.100623, -0.218442, 0.388372, 97480.007812
-0.002232, 0.000273, -0.000572, 0.159269, -0.267643, 9.792637, -0.102633, -0.214809, 0.388751, 97500.000000
-0.005659, 0.001208, 0.000674, 0.164059, -0.268841, 9.763297, -0.100977, -0.217737, 0.398056, 97520.000000
-0.001609, 0.000585, -0.001507, 0.172441, -0.266446, 9.788445, -0.095183, -0.218981, 0.391409, 97540.000000
-0.004413, -0.001285, -0.000572, 0.165855, -0.266446, 9.796828, -0.096957, -0.218356, 0.384947, 97560.000000
-0.003167, -0.000973, 0.001609, 0.159269, -0.267643, 9.783655, -0.095065, -0.215711, 0.390253, 97580.000000
-0.004102, 0.002766, -0.002130, 0.155676, -0.268841, 9.805210, -0.094710, -0.215207, 0.389000, 97600.000000
-0.002544, 0.004324, -0.000572, 0.162263, -0.267045, 9.793834, -0.096839, -0.215448, 0.386447, 97620.000000
-0.002855, 0.003701, -0.000261, 0.172441, -0.271236, 9.778865, -0.095065, -0.214623, 0.386351, 97640.000000
-0.003167, 0.001831, -0.000572, 0.177231, -0.278421, 9.760303, -0.094947, -0.214133, 0.396663, 97660.000000
-0.003167, 0.001208, 0.000674, 0.170645, -0.272433, 9.769285, -0.095420, -0.219599, 0.383761, 97680.000000
-0.004102, 0.001831, 0.000362, 0.161065, -0.257465, 9.792637, -0.095065, -0.213173, 0.387927, 97700.000000
-0.005036, 0.001208, 0.002544, 0.159868, -0.248483, 9.774076, -0.095065, -0.214865, 0.387105, 97720.000000
-0.003478, -0.000350, 0.000051, 0.171244, -0.268242, 9.792038, -0.095302, -0.217054, 0.385884, 97740.000000
-0.003167, 0.003389, -0.000572, 0.178429, -0.274230, 9.788445, -0.094947, -0.212562, 0.392270, 97760.000000
-0.002855, 0.003078, -0.000572, 0.167053, -0.260458, 9.780063, -0.094829, -0.216181, 0.386805, 97780.000000
-0.002544, -0.000038, 0.000362, 0.158071, -0.257465, 9.794433, -0.093646, -0.216235, 0.392524, 97800.000000
-0.003167, -0.001285, -0.001195, 0.168849, -0.264650, 9.780662, -0.096602, -0.216523, 0.379927, 97820.000000
0.000572, -0.000350, -0.001507, 0.162263, -0.264051, 9.787248, -0.095420, -0.215973, 0.382617, 97840.000000
-0.004413, -0.000350, -0.000884, 0.172441, -0.264650, 9.788445, -0.095893, -0.214066, 0.385098, 97860.000000
-0.004413, 0.000897, -0.000884, 0.171843, -0.266446, 9.768686, -0.093883, -0.215765, 0.381355, 97880.000000
-0.005036, 0.000897, -0.000884, 0.170645, -0.265248, 9.787847, -0.098140, -0.218302, 0.387998, 97900.000000
-0.000051, 0.002455, -0.002753, 0.162263, -0.259860, 9.784853, -0.099677, -0.215246, 0.381621, 97920.000000
-0.004102, -0.000038, 0.000051, 0.170046, -0.267643, 9.785452, -0.099440, -0.216683, 0.385766, 97940.000000
-0.003167, -0.002219, -0.001819, 0.161065, -0.265248, 9.792038, -0.097312, -0.216200, 0.380192, 97960.000000
-0.000362, 0.003389, -0.001819, 0.170645, -0.262255, 9.789642, -0.096957, -0.221015, 0.386760, 97980.007812
-0.001920, 0.002455, -0.000572, 0.162263, -0.262853, 9.791439, -0.100386, -0.218550, 0.382903, 98000.000000
-0.002544, 0.001208, 0.000986, 0.171244, -0.263452, 9.790241, -0.096721, -0.219551, 0.381982, 98020.000000
-0.001920, 0.000897, -0.000572, 0.167651, -0.276625, 9.790840, -0.098612, -0.220746, 0.382319, 98040.000000
-0.000986, 0.000897, -0.000261, 0.164658, -0.265847, 9.778865, -0.096839, -0.219437, 0.388976, 98060.000000
-0.001920, 0.000897, -0.001195, 0.171244, -0.256267, 9.798624, -0.094119, -0.212878, 0.383362, 98080.000000
-0.003790, 0.001520, -0.000884, 0.167651, -0.255668, 9.789642, -0.095893, -0.214670, 0.381518, 98100.000000
-0.002855, 0.002143, 0.000986, 0.172441, -0.265847, 9.790840, -0.095893, -0.216483, 0.387556, 98120.000000
-0.000986, -0.001285, -0.001507, 0.171244, -0.273032, 9.784254, -0.096129, -0.213716, 0.389050, 98140.000000
-0.004102, -0.000350, 0.000051, 0.168250, -0.263452, 9.798025, -0.098258, -0.215891, 0.381600, 98160.000000
-0.003790, -0.000038, -0.001507, 0.167651, -0.269440, 9.767488, -0.095656, -0.217195, 0.382320, 98180.000000
-0.001297, -0.000038, 0.000051, 0.176034, -0.264650, 9.794433, -0.096484, -0.217604, 0.385736, 98200.000000
-0.003167, 0.001208, 0.000362, 0.173639, -0.264650, 9.798025, -0.095656, -0.217195, 0.388294, 98220.000000
-0.001609, 0.000585, -0.000884, 0.186812, -0.264650, 9.781260, -0.097430, -0.215603, 0.391906, 98240.000000
-0.002544, -0.000350, -0.001195, 0.175435, -0.268242, 9.786649, -0.094356, -0.215550, 0.389369, 98260.000000
-0.001297, 0.000273, -0.000572, 0.164059, -0.269440, 9.794433, -0.094356, -0.217605, 0.390823, 98280.000000
-0.000051, 0.001520, -0.001819, 0.162263, -0.269440, 9.797426, -0.093173, -0.220801, 0.390585, 98300.000000
-0.002232, -0.000038, -0.000884, 0.160466, -0.265248, 9.790241, -0.093646, -0.218169, 0.386863, 98320.000000
-0.004102, -0.000350, 0.000674, 0.161664, -0.262255, 9.789642, -0.094119, -0.220855, 0.387659, 98340.000000
-0.000674, 0.000897, -0.001507, 0.167053, -0.263452, 9.797426, -0.098140, -0.219390, 0.385799, 98360.000000
-0.004725, -0.000661, 0.001609, 0.182620, -0.268841, 9.805809, -0.096602, -0.218578, 0.386083, 98380.000000
-0.003167, -0.000973, -0.002130, 0.171244, -0.273631, 9.773477, -0.094237, -0.214697, 0.385459, 98400.000000
-0.003167, -0.000038, -0.000572, 0.167053, -0.257465, 9.777069, -0.095065, -0.217161, 0.385753, 98420.000000
-0.002232, 0.000273, 0.001297, 0.164658, -0.262853, 9.786050, -0.095302, -0.216570, 0.389968, 98440.000000
-0.005036, -0.000350, -0.001195, 0.183818, -0.264650, 9.774673, -0.097194, -0.214743, 0.385200, 98460.000000
-0.001609, 0.001208, -0.000884, 0.171244, -0.264650, 9.778266, -0.097430, -0.215844, 0.390500, 98480.007812
-0.002232, 0.000273, 0.000362, 0.173639, -0.264051, 9.787847, -0.095775, -0.212971, 0.393780, 98500.000000
-0.003167, 0.000585, -0.002130, 0.160466, -0.262853, 9.786649, -0.097548, -0.215489, 0.390639, 98520.000000
-0.004413, -0.000661, -0.000261, 0.164658, -0.265248, 9.804013, -0.095656, -0.215140, 0.383281, 98540.000000
-0.001920, 0.000897, -0.000261, 0.177830, -0.266446, 9.798025, -0.097667, -0.215374, 0.390135, 98560.000000
-0.000051, -0.000350, 0.000051, 0.164658, -0.267643, 9.788445, -0.097312, -0.214750, 0.392699, 98580.000000
-0.002855, 0.000585, 0.000051, 0.162861, -0.271835, 9.796828, -0.093646, -0.219257, 0.385046, 98600.000000
-0.002544, 0.000585, 0.000674, 0.165855, -0.263452, 9.796828, -0.096721, -0.216167, 0.390235, 98620.000000
-0.004413, 0.001520, 0.000051, 0.164658, -0.258063, 9.796229, -0.096248, -0.216986, 0.392495, 98640.000000
