0,0,0,0
0.0394669999999999,1.05038658515941e-10,1.05038658515941e-10,1.05038658515941e-10
0.079467,1.24775064179374e-07,6.73190716064377e-08,9.89329160547281e-08
0.119467,1.3957750573229e-06,4.34796835975292e-07,9.61255028289165e-07
0.159467,8.82825744329085e-06,3.77712734992629e-06,6.54272320156868e-06
0.200001,5.51788485383814e-06,1.84887885378078e-06,3.29765535335707e-06
0.239467,1.24305316692009e-05,4.10747496211837e-06,6.05574939579001e-06
0.279467,9.36879128691449e-06,2.80705910740177e-06,5.85241008245755e-06
0.319467,1.16622393935875e-05,3.32419769112627e-06,6.99869309312891e-06
0.359467,1.88860702502347e-05,6.86675403999222e-06,1.17384721443271e-05
0.400002,1.20194533615872e-05,3.1730837220782e-06,8.01118198996157e-06
0.439467,1.50195431351436e-05,4.1842156495666e-06,9.78385073305933e-06
0.479467,1.21066748814495e-05,3.09340856743116e-06,8.60421242926943e-06
0.519467,1.3942947299792e-05,3.51440219734604e-06,9.5995692408935e-06
0.559467,2.09252807845101e-05,6.88960344150559e-06,1.42822562066209e-05
0.600003,1.30606090549305e-05,3.25568953607771e-06,9.55937343174879e-06
0.639467,1.61243678071769e-05,4.26662606046845e-06,1.13464896361444e-05
0.679467,1.27563877096636e-05,3.19445848850796e-06,9.66617268947064e-06
0.719467,1.44240191529773e-05,3.59329623270757e-06,1.05989921668655e-05
0.759467,2.09268796297499e-05,6.88646786375248e-06,1.51306028435858e-05
0.800004,1.40130905289666e-05,3.55490212416356e-06,1.05953091269529e-05
0.839467,1.6970319886536e-05,4.54521462042158e-06,1.22481063690424e-05
0.879467,1.37878164380502e-05,3.5066374261412e-06,1.05816617893947e-05
0.919467,1.5340365011232e-05,3.80155699590922e-06,1.14412648593293e-05
0.959467,2.14566694477367e-05,6.73630765129325e-06,1.57586837683537e-05
1.000005,1.45562614747652e-05,3.60301309901979e-06,1.11696116440835e-05
1.039467,1.7311370288374e-05,4.44802203003097e-06,1.27414364916918e-05
1.079467,1.37683960663522e-05,3.40518442148648e-06,1.07656612621111e-05
1.119467,1.522763262735e-05,3.72396978477181e-06,1.15321965273967e-05
1.159467,2.11812665489086e-05,6.76616017560317e-06,1.56291852739491e-05
1.200006,1.31376546259496e-05,3.36952185933995e-06,1.06664345389859e-05
1.239467,1.54138562448612e-05,4.08274959923612e-06,1.20215039414326e-05
1.279467,1.13531078951314e-05,2.97360695163665e-06,9.72478656838448e-06
1.319467,1.24210573634079e-05,3.2174204438581e-06,1.04345479557141e-05
