0,0,0,0,0,0,0
0.0203819999999999,0,0,0,-0.00092000000178812,-0.000599999986588942,0.00225999996066089
0.0394669999999999,0,0,0,-0.0017668507477186,-0.00113485268996235,0.00445323078362231
0.0594669999999999,0,0,0,-0.00255021101275338,-0.00158930502328084,0.00655753831649158
0.079467,0,0,0,-0.00346095826241725,-0.00123830049029232,0.00590832800322424
0.0999999999999999,-0.00756085434594559,-0.00497409687450729,-0.00210000068219141,-0.00439366699854454,-0.00063883103573442,0.00445037804865783
0.119467,-0.00756085434594559,-0.00497409687450729,-0.00210000068219141,-0.00538523123611353,0.000409132680237369,0.00147526827849129
0.139467,-0.00756085434594559,-0.00497409687450729,-0.00210000068219141,-0.00646418616638814,0.00191505923333024,-0.00304620044869638
0.159467,-0.00756085434594559,-0.00497409687450729,-0.00210000068219141,-0.00762541688428696,0.00384690505363996,-0.00910726874486575
0.179467,-0.00756085434594559,-0.00497409687450729,-0.00210000068219141,-0.00865002246815003,-0.000178761501562853,0.00431016508030172
0.200001,-0.0191245140968041,-0.00414508056974967,-0.00279999915322752,-0.00959050475306196,-0.000716710748965146,0.00566642363531742
0.219467,-0.0191245140968041,-0.00414508056974967,-0.00279999915322752,-0.0104962737174475,-0.00155674791120161,0.00786802233423801
0.239467,-0.0191245140968041,-0.00414508056974967,-0.00279999915322752,-0.0113624372828861,-0.00270661617413062,0.0109235602904711
0.259467,-0.0191245140968041,-0.00414508056974967,-0.00279999915322752,-0.0121815563541978,-0.00416590996496386,0.0148162102741138
0.279467,-0.0191245140968041,-0.00414508056974967,-0.00279999915322752,-0.0167178022759239,-0.00248337674953057,0.00720148302140243
0.300001,-0.0153440867105517,-0.00655676413192181,-0.0058000006953251,-0.0184446094837132,-0.00217829288068832,0.00720464897118039
0.319467,-0.0153440867105517,-0.00655676413192181,-0.0058000006953251,-0.0202923055226162,-0.00160487605742047,0.00692287662379804
0.339467,-0.0153440867105517,-0.00655676413192181,-0.0058000006953251,-0.0222508749756009,-0.000786272972912276,0.00635112229508414
0.359467,-0.0153440867105517,-0.00655676413192181,-0.0058000006953251,-0.0243328277399314,0.000294192270311444,0.00546400834791305
0.379467,-0.0153440867105517,-0.00655676413192181,-0.0058000006953251,-0.0192748660231075,-0.00369136997093083,0.00031471859208563
0.400002,-0.0202364041641907,-0.00783797089524142,-0.00450000120802727,-0.0181016063668626,-0.00445628960447427,-0.00254129369625421
0.419467,-0.0202364041641907,-0.00783797089524142,-0.00450000120802727,-0.0163263988930626,-0.00543234695083177,-0.00593615451314353
0.439467,-0.0202364041641907,-0.00783797089524142,-0.00450000120802727,-0.0139460924608628,-0.00662807943783787,-0.00989427575095057
0.459467,-0.0202364041641907,-0.00783797089524142,-0.00450000120802727,-0.0109709909497467,-0.00801846198604226,-0.0144173170482704
0.479467,-0.0202364041641907,-0.00783797089524142,-0.00450000120802727,-0.0177856237869767,-0.00670305707431081,-0.00843473169888777
